label_0,label_1,label_2,period_label,period,value
Северо-Западный федеральный округ,рубль,значение показателя за год,,2018,43327.0
Северо-Западный федеральный округ,рубль,значение показателя за год,,2019,45745.0
Северо-Западный федеральный округ,рубль,значение показателя за год,,2020,48221.0
Северо-Западный федеральный округ,рубль,значение показателя за год,,2021,52327.0
Северо-Западный федеральный округ,рубль,значение показателя за год,,2022,58306.0
Северо-Западный федеральный округ,рубль,значение показателя за год,,2023,64870.0
Республика Карелия,рубль,значение показателя за год,,2015,25983.0
Республика Карелия,рубль,значение показателя за год,,2016,28949.0
Республика Карелия,рубль,значение показателя за год,,2017,30493.0
Республика Карелия,рубль,значение показателя за год,,2018,34215.0
Республика Карелия,рубль,значение показателя за год,,2019,36575.0
Республика Карелия,рубль,значение показателя за год,,2020,39446.0
Республика Карелия,рубль,значение показателя за год,,2021,41918.0
Республика Карелия,рубль,значение показателя за год,,2022,46712.0
Республика Карелия,рубль,значение показателя за год,,2023,53588.0
Республика Коми,рубль,значение показателя за год,,2015,35060.0
Республика Коми,рубль,значение показателя за год,,2016,39143.0
Республика Коми,рубль,значение показателя за год,,2017,41101.0
Республика Коми,рубль,значение показателя за год,,2018,44853.0
Республика Коми,рубль,значение показателя за год,,2019,46609.0
Республика Коми,рубль,значение показателя за год,,2020,50500.0
Республика Коми,рубль,значение показателя за год,,2021,52843.0
Республика Коми,рубль,значение показателя за год,,2022,58839.0
Республика Коми,рубль,значение показателя за год,,2023,66488.0
Архангельская область,рубль,значение показателя за год,,2015,31250.0
Архангельская область,рубль,значение показателя за год,,2016,35237.0
Архангельская область,рубль,значение показателя за год,,2017,36795.0
Архангельская область,рубль,значение показателя за год,,2018,41362.0
Архангельская область,рубль,значение показателя за год,,2019,44732.0
Архангельская область,рубль,значение показателя за год,,2020,47986.0
Архангельская область,рубль,значение показателя за год,,2021,51753.0
Архангельская область,рубль,значение показателя за год,,2022,57071.0
Архангельская область,рубль,значение показателя за год,,2023,64181.0
Ненецкий автономный округ (Архангельская область),рубль,значение показателя за год,,2015,63000.0
Ненецкий автономный округ (Архангельская область),рубль,значение показателя за год,,2016,68216.0
Ненецкий автономный округ (Архангельская область),рубль,значение показателя за год,,2017,70550.0
Ненецкий автономный округ (Архангельская область),рубль,значение показателя за год,,2018,78624.0
Ненецкий автономный округ (Архангельская область),рубль,значение показателя за год,,2019,83881.0
Ненецкий автономный округ (Архангельская область),рубль,значение показателя за год,,2020,87801.0
Ненецкий автономный округ (Архангельская область),рубль,значение показателя за год,,2021,89769.0
Ненецкий автономный округ (Архангельская область),рубль,значение показателя за год,,2022,99189.0
Ненецкий автономный округ (Архангельская область),рубль,значение показателя за год,,2023,110346.0
Архангельская область (без АО),рубль,значение показателя за год,,2015,29225.0
Архангельская область (без АО),рубль,значение показателя за год,,2016,32874.0
Архангельская область (без АО),рубль,значение показателя за год,,2017,34563.0
Архангельская область (без АО),рубль,значение показателя за год,,2018,38900.0
Архангельская область (кроме Ненецкого автономного округа),рубль,значение показателя за год,,2015,29225.0
Архангельская область (кроме Ненецкого автономного округа),рубль,значение показателя за год,,2016,32874.0
Архангельская область (кроме Ненецкого автономного округа),рубль,значение показателя за год,,2017,34563.0
Архангельская область (кроме Ненецкого автономного округа),рубль,значение показателя за год,,2018,38900.0
Архангельская область (кроме Ненецкого автономного округа),рубль,значение показателя за год,,2019,42105.0
Архангельская область (кроме Ненецкого автономного округа),рубль,значение показателя за год,,2020,45181.0
Архангельская область (кроме Ненецкого автономного округа),рубль,значение показателя за год,,2021,49200.0
Архангельская область (кроме Ненецкого автономного округа),рубль,значение показателя за год,,2022,54159.0
