region,period,value_mln_rub
Ленинградская область,2013,64840.7
Ленинградская область,2014,78566.1
Ленинградская область,2015,88610.1
Ленинградская область,2016,82901.7
Ленинградская область,2017,82678.5
Ленинградская область,2018,91717.5
Ленинградская область,2019,94466.3
Ленинградская область,2020,97119.9
Ленинградская область,2021,109235.2
Ленинградская область,2022,119510.6
Ленинградская область,2023,130491.1
Ленинградская область,2024,152541.4
Липецкая область,1991,3.0
Липецкая область,1992,28.5
Липецкая область,1993,302.2
Липецкая область,1994,961.4
Липецкая область,1995,2584.4
Липецкая область,1996,3547.2
Липецкая область,1997,3946.6
Липецкая область,1998,4140.9
Липецкая область,1999,7852.9
Липецкая область,2000,10015.2
Липецкая область,2001,12025.0
Липецкая область,2002,12846.9
Липецкая область,2003,15198.4
Липецкая область,2004,17753.6
Липецкая область,2005,20091.6
Липецкая область,2006,24366.6
Липецкая область,2007,30891.7
Липецкая область,2008,38885.5
Липецкая область,2009,36932.0
Липецкая область,2010,34774.5
Липецкая область,2011,46508.0
Липецкая область,2012,53945.8
Липецкая область,2013,62771.8
Липецкая область,2014,78312.1
Липецкая область,2015,98051.2
Липецкая область,2016,106325.6
Липецкая область,2017,101595.7
Липецкая область,2018,119304.0
Липецкая область,2019,134785.8
Липецкая область,2020,163682.6
Липецкая область,2021,180340.1
Липецкая область,2022,197126.3
Липецкая область,2023,199095.5
Липецкая область,2024,216491.9
Магаданская область,1991,0.8
Магаданская область,1992,7.0
Магаданская область,1993,63.1
Магаданская область,1994,139.6
Магаданская область,1995,190.4
Магаданская область,1996,323.6
Магаданская область,1997,236.2
Магаданская область,1998,203.0
Магаданская область,1999,303.3
Магаданская область,2000,404.8
Магаданская область,2001,458.8
Магаданская область,2002,644.3
Магаданская область,2003,812.0
Магаданская область,2004,722.2
Магаданская область,2005,713.5
Магаданская область,2006,849.4
Магаданская область,2007,965.6
Магаданская область,2008,1240.0
Магаданская область,2009,1460.8
Магаданская область,2010,1484.8
Магаданская область,2011,1518.2
Магаданская область,2012,1694.4
Магаданская область,2013,1414.9
Магаданская область,2014,1700.3
Магаданская область,2015,1981.2
Магаданская область,2016,2259.3
Магаданская область,2017,2520.5
Магаданская область,2018,2723.0
Магаданская область,2019,2786.4
Магаданская область,2020,2797.0
Магаданская область,2021,2257.7
Магаданская область,2022,3005.0
Магаданская область,2023,3142.7
Магаданская область,2024,2458.6
Московская область,1991,8.6
Московская область,1992,81.6
Московская область,1993,666.9
Московская область,1994,2185.7
Московская область,1995,6333.7
Московская область,1996,9663.5
Московская область,1997,9163.2
Московская область,1998,9622.5
Московская область,1999,19646.6
Московская область,2000,23737.3
Московская область,2001,25395.4
Московская область,2002,29488.4
Московская область,2003,32978.2
Московская область,2004,35351.7
Московская область,2005,42350.2
Московская область,2006,45191.2
Московская область,2007,52317.6
Московская область,2008,60950.6
Московская область,2009,66585.4
Московская область,2010,72869.8
Московская область,2011,96240.4
Московская область,2012,79735.0
Московская область,2013,74610.9
Московская область,2014,84737.5
Московская область,2015,96825.6
Московская область,2016,98363.8
Московская область,2017,87545.5
Московская область,2018,108423.2
Московская область,2019,118481.6
Московская область,2020,113661.9
Московская область,2021,143536.7
Московская область,2022,160736.4
Московская область,2023,157965.4
Московская область,2024,187835.8
Мурманская область,1991,0.7
Мурманская область,1992,5.3
Мурманская область,1993,51.1
Мурманская область,1994,189.6
Мурманская область,1995,380.9
Мурманская область,1996,482.0
Мурманская область,1997,512.1
Мурманская область,1998,528.2
Мурманская область,1999,910.8
Мурманская область,2000,1078.5
Мурманская область,2001,1331.6
Мурманская область,2002,1282.4
Мурманская область,2003,1193.0
Мурманская область,2004,1278.1
Мурманская область,2005,1440.7
Мурманская область,2006,1724.4
Мурманская область,2007,1969.9
Мурманская область,2008,2448.5
Мурманская область,2009,2532.4
Мурманская область,2010,2731.3
Мурманская область,2011,2947.6
Мурманская область,2012,3429.8
Мурманская область,2013,2734.8
Мурманская область,2014,2304.0
Мурманская область,2015,1920.8
Мурманская область,2016,1551.5
Мурманская область,2017,1675.0
Мурманская область,2018,1822.7
Мурманская область,2019,1736.0
Мурманская область,2020,1702.3
Мурманская область,2021,2117.8
Мурманская область,2022,2208.8
Мурманская область,2023,2669.8
Мурманская область,2024,2617.5
Ненецкий автономный округ,1995,32.0
Ненецкий автономный округ,1996,67.4
Ненецкий автономный округ,1997,65.1
Ненецкий автономный округ,1998,71.0
Ненецкий автономный округ,1999,111.6
Ненецкий автономный округ,2000,161.4
Ненецкий автономный округ,2001,209.2
Ненецкий автономный округ,2002,238.0
Ненецкий автономный округ,2003,265.3
Ненецкий автономный округ,2004,307.7
Ненецкий автономный округ,2005,282.3
Ненецкий автономный округ,2006,441.5
Ненецкий автономный округ,2007,419.1
Ненецкий автономный округ,2008,546.5
Ненецкий автономный округ,2009,549.5
Ненецкий автономный округ,2010,577.8
Ненецкий автономный округ,2011,663.4
Ненецкий автономный округ,2012,748.5
Ненецкий автономный округ,2013,645.7
Ненецкий автономный округ,2014,717.9
Ненецкий автономный округ,2015,1023.8
Ненецкий автономный округ,2016,850.8
Ненецкий автономный округ,2017,664.7
Ненецкий автономный округ,2018,830.3
Ненецкий автономный округ,2019,935.6
Ненецкий автономный округ,2020,775.5
Ненецкий автономный округ,2021,1276.0
Ненецкий автономный округ,2022,1486.7
Ненецкий автономный округ,2023,1342.1
Ненецкий автономный округ,2024,1442.6
Нижегородская область,1991,5.8
Нижегородская область,1992,55.0
Нижегородская область,1993,400.7
Нижегородская область,1994,1539.7
Нижегородская область,1995,3918.7
Нижегородская область,1996,5190.1
Нижегородская область,1997,5642.7
Нижегородская область,1998,5732.2
Нижегородская область,1999,12318.2
Нижегородская область,2000,14556.0
Нижегородская область,2001,17600.4
Нижегородская область,2002,18083.0
Нижегородская область,2003,19847.9
Нижегородская область,2004,22563.1
Нижегородская область,2005,26547.8
Нижегородская область,2006,29038.4
Нижегородская область,2007,32110.5
Нижегородская область,2008,41914.1
Нижегородская область,2009,38084.0
Нижегородская область,2010,36242.4
Нижегородская область,2011,46591.1
Нижегородская область,2012,44312.1
Нижегородская область,2013,50224.1
Нижегородская область,2014,62019.3
Нижегородская область,2015,67202.7
Нижегородская область,2016,67368.2
Нижегородская область,2017,69004.0
Нижегородская область,2018,67559.5
Нижегородская область,2019,77522.4
Нижегородская область,2020,84017.0
Нижегородская область,2021,99795.1
Нижегородская область,2022,120007.1
Нижегородская область,2023,126128.9
Нижегородская область,2024,141030.4
Новгородская область,1991,1.6
Новгородская область,1992,12.0
Новгородская область,1993,103.9
Новгородская область,1994,372.0
Новгородская область,1995,1225.2
Новгородская область,1996,1679.0
Новгородская область,1997,1520.9
Новгородская область,1998,1618.3
Новгородская область,1999,2963.6
Новгородская область,2000,3863.8
Новгородская область,2001,4691.9
Новгородская область,2002,5003.1
Новгородская область,2003,5331.7
Новгородская область,2004,5467.1
Новгородская область,2005,6034.8
Новгородская область,2006,6195.8
Новгородская область,2007,6475.7
Новгородская область,2008,8057.7
Новгородская область,2009,9024.0
Новгородская область,2010,13931.2
Новгородская область,2011,16481.7
Новгородская область,2012,16137.2
Новгородская область,2013,14809.6
Новгородская область,2014,18837.1
Новгородская область,2015,24987.0
Новгородская область,2016,27067.7
Новгородская область,2017,24725.4
Новгородская область,2018,25982.4
Новгородская область,2019,28626.6
Новгородская область,2020,25700.1
Новгородская область,2021,29309.2
Новгородская область,2022,32091.2
Новгородская область,2023,35675.0
Новгородская область,2024,40374.8
Новосибирская область,1991,5.4
Новосибирская область,1992,50.1
Новосибирская область,1993,531.1
Новосибирская область,1994,1737.2
Новосибирская область,1995,5017.0
Новосибирская область,1996,6515.4
Новосибирская область,1997,6890.3
Новосибирская область,1998,6750.2
Новосибирская область,1999,14027.0
Новосибирская область,2000,19663.6
Новосибирская область,2001,23338.0
Новосибирская область,2002,22876.3
Новосибирская область,2003,25198.2
Новосибирская область,2004,26569.7
Новосибирская область,2005,27027.4
Новосибирская область,2006,29596.2
Новосибирская область,2007,33995.4
Новосибирская область,2008,43121.8
Новосибирская область,2009,46560.1
Новосибирская область,2010,47694.5
Новосибирская область,2011,55335.7
Новосибирская область,2012,50352.4
Новосибирская область,2013,59469.8
Новосибирская область,2014,63759.1
Новосибирская область,2015,75228.6
Новосибирская область,2016,78482.8
Новосибирская область,2017,81100.6
Новосибирская область,2018,80192.5
Новосибирская область,2019,92988.2
Новосибирская область,2020,106302.1
Новосибирская область,2021,148713.3
Новосибирская область,2022,155360.4
Новосибирская область,2023,131402.2
Новосибирская область,2024,154321.2
Омская область,1991,4.4
Омская область,1992,56.4
Омская область,1993,484.0
Омская область,1994,1690.8
Омская область,1995,5159.2
Омская область,1996,6857.3
Омская область,1997,6985.3
Омская область,1998,6664.7
Омская область,1999,11234.5
Омская область,2000,15461.7
Омская область,2001,23051.4
Омская область,2002,21487.4
Омская область,2003,25277.0
Омская область,2004,31167.9
Омская область,2005,32861.1
Омская область,2006,37783.4
Омская область,2007,44701.5
Омская область,2008,52795.8
Омская область,2009,55822.2
Омская область,2010,52962.5
Омская область,2011,62820.5
Омская область,2012,52063.4
Омская область,2013,71117.2
Омская область,2014,77548.3
Омская область,2015,89527.3
Омская область,2016,88002.2
Омская область,2017,90419.0
Омская область,2018,94097.1
Омская область,2019,98011.8
Омская область,2020,101067.0
Омская область,2021,126083.9
Омская область,2022,127816.1
Омская область,2023,116230.6
Омская область,2024,141176.3
Оренбургская область,1991,6.0
Оренбургская область,1992,74.0
Оренбургская область,1993,476.2
Оренбургская область,1994,1458.7
Оренбургская область,1995,2888.1
Оренбургская область,1996,5447.3
Оренбургская область,1997,6637.1
Оренбургская область,1998,4310.9
Оренбургская область,1999,13583.5
Оренбургская область,2000,19368.5
Оренбургская область,2001,22414.1
Оренбургская область,2002,20949.5
Оренбургская область,2003,24227.8
Оренбургская область,2004,28228.5
Оренбургская область,2005,29418.9
Оренбургская область,2006,34053.8
Оренбургская область,2007,44921.2
Оренбургская область,2008,62919.8
Оренбургская область,2009,55288.3
Оренбургская область,2010,47707.8
Оренбургская область,2011,69144.2
Оренбургская область,2012,68019.0
Оренбургская область,2013,77641.4
Оренбургская область,2014,83840.4
Оренбургская область,2015,99108.4
Оренбургская область,2016,110727.0
Оренбургская область,2017,113038.2
Оренбургская область,2018,107971.1
Оренбургская область,2019,113015.9
Оренбургская область,2020,141647.4
Оренбургская область,2021,144334.0
Оренбургская область,2022,191733.6
Оренбургская область,2023,178318.0
Оренбургская область,2024,225344.7
Орловская область,1991,2.7
Орловская область,1992,34.2
Орловская область,1993,304.9
Орловская область,1994,817.8
Орловская область,1995,2091.2
Орловская область,1996,2814.1
Орловская область,1997,2982.6
Орловская область,1998,2991.6
Орловская область,1999,6918.3
Орловская область,2000,9018.9
Орловская область,2001,10605.4
Орловская область,2002,11202.3
Орловская область,2003,12023.9
Орловская область,2004,14066.5
Орловская область,2005,14729.7
Орловская область,2006,14690.6
Орловская область,2007,19167.6
Орловская область,2008,24662.4
Орловская область,2009,24262.2
Орловская область,2010,26543.6
Орловская область,2011,35191.9
Орловская область,2012,38034.0
Орловская область,2013,41381.9
Орловская область,2014,50564.5
Орловская область,2015,61977.8
Орловская область,2016,68598.2
Орловская область,2017,60456.3
Орловская область,2018,72247.1
Орловская область,2019,82455.2
Орловская область,2020,105738.9
Орловская область,2021,131545.5
Орловская область,2022,134038.7
Орловская область,2023,138729.2
Орловская область,2024,153078.6
Пензенская область,1991,3.7
Пензенская область,1992,39.4
Пензенская область,1993,281.8
Пензенская область,1994,967.7
Пензенская область,1995,2483.4
