region,period,total_pop,share_older,share_child
Кемеровская область,2005,2832963.0,0.1962,0.08669
Кемеровская область,2006,2805941.0,0.19738,0.16696
Кемеровская область,2007,2785999.0,0.20028,0.08391
Кемеровская область,2008,2780231.0,0.20341,0.16474
Кемеровская область,2009,2776358.0,0.20656,0.16674
Кемеровская область,2010,2772964.0,0.21145,0.17011
Кемеровская область,2011,2761255.0,0.21714,0.17251
Кемеровская область,2012,2749665.0,0.2226,
Кемеровская область,2013,2740196.0,0.22792,
Кемеровская область,2014,2730753.0,0.23346,
Кемеровская область,2015,2720276.0,0.23941,
Кемеровская область,2016,2711924.0,0.24555,
Кемеровская область,2017,2701996.0,0.25088,
Кемеровская область,2018,2686975.0,0.2562,
Кемеровская область,2019,2665302.0,0.26095,
Кемеровская область,2020,2647693.0,0.25178,
Кемеровская область,2021,1422782.0,0.46887,
Кемеровская область,2022,2592013.0,0.24297,
Кемеровская область,2023,2568238.0,0.24697,
Кемеровская область,2024,2547684.0,0.23903,
Кемеровская область,2025,2527219.0,0.24275,
Кировская область,1990,1651726.0,0.21087,0.12312
Кировская область,1991,1648962.0,0.21395,0.12273
Кировская область,1992,1645091.0,0.21651,0.23856
Кировская область,1993,1641886.0,0.22081,0.11987
Кировская область,1994,1632494.0,0.22375,0.23069
Кировская область,1995,1623370.0,0.22566,0.11547
Кировская область,1996,1609480.0,0.22692,0.11258
Кировская область,1997,1595919.0,0.22833,0.10942
Кировская область,1998,1581490.0,0.22811,0.20851
Кировская область,1999,1568722.0,0.22598,0.20194
Кировская область,2000,1553595.0,0.22375,0.19357
Кировская область,2001,1536772.0,0.22128,0.18616
Кировская область,2002,1518378.0,0.22154,0.09156
Кировская область,2003,1498976.0,0.21973,0.17112
Кировская область,2004,1472481.0,0.21741,0.0834
Кировская область,2005,1445356.0,0.21813,0.07981
Кировская область,2006,1418645.0,0.21957,0.15052
Кировская область,2007,1396017.0,0.22349,0.07464
Кировская область,2008,1379383.0,0.22825,0.14593
Кировская область,2009,1365003.0,0.23202,0.14752
Кировская область,2010,1352692.0,0.23836,0.15007
Кировская область,2011,1338758.0,0.24495,0.15244
Кировская область,2012,1319712.0,0.25234,
Кировская область,2013,1302501.0,0.26019,
Кировская область,2014,1285969.0,0.26839,
Кировская область,2015,1271006.0,0.2771,
Кировская область,2016,1257002.0,0.28527,
Кировская область,2017,1243537.0,0.29242,
Кировская область,2018,1227940.0,0.29955,
Кировская область,2019,1209585.0,0.30653,
Кировская область,2020,1192540.0,0.29763,
Кировская область,2021,636916.0,0.5571,
Кировская область,2022,1149176.0,0.29029,
Кировская область,2023,1138112.0,0.29569,
Кировская область,2024,1129935.0,0.28656,
Кировская область,2025,1120412.0,0.29147,
Костромская область,1990,804999.0,0.22965,0.11552
Костромская область,1991,804405.0,0.232,0.1154
Костромская область,1992,801880.0,0.23398,0.22586
Костромская область,1993,799790.0,0.23754,0.11371
Костромская область,1994,796563.0,0.24017,0.21968
Костромская область,1995,794082.0,0.24116,0.11041
Костромская область,1996,788538.0,0.24338,0.10827
Костромская область,1997,782010.0,0.24523,0.10569
Костромская область,1998,775987.0,0.24482,0.20263
Костромская область,1999,769681.0,0.24248,0.19653
Костромская область,2000,761907.0,0.23998,0.18929
Костромская область,2001,753972.0,0.23795,0.18274
Костромская область,2002,743967.0,0.23764,0.09073
Костромская область,2003,734453.0,0.23469,0.17052
Костромская область,2004,723142.0,0.23085,0.084
Костромская область,2005,711978.0,0.22978,0.08124
Костромская область,2006,699761.0,0.22949,0.15366
Костромская область,2007,689815.0,0.23139,0.07688
Костромская область,2008,683416.0,0.23364,0.15002
Костромская область,2009,677793.0,0.23534,0.15176
Костромская область,2010,672938.0,0.24005,0.15484
Костромская область,2011,666391.0,0.24494,0.1572
Костромская область,2012,657745.0,0.25067,
Костромская область,2013,651065.0,0.25658,
Костромская область,2014,644626.0,0.26275,
Костромская область,2015,638721.0,0.26973,
Костромская область,2016,631780.0,0.27685,
Костромская область,2017,624466.0,0.28359,
Костромская область,2018,615718.0,0.29047,
Костромская область,2019,605661.0,0.29805,
Костромская область,2020,597968.0,0.28876,
Костромская область,2021,321591.0,0.53826,
Костромская область,2022,577996.0,0.28127,
Костромская область,2023,571900.0,0.28674,
Костромская область,2024,566266.0,0.27745,
Костромская область,2025,560825.0,0.28134,
Краснодарский край,1990,4638102.0,0.21724,0.1202
Краснодарский край,1991,4690810.0,0.21875,0.12002
Краснодарский край,1992,4763741.0,0.21864,0.23522
Краснодарский край,1993,4864010.0,0.21968,0.11956
Краснодарский край,1994,4940794.0,0.21973,0.23249
Краснодарский край,1995,5020837.0,0.21995,0.11777
Краснодарский край,1996,5076003.0,0.22258,0.11632
Краснодарский край,1997,5114523.0,0.22525,0.11383
Краснодарский край,1998,5128485.0,0.22723,0.21695
Краснодарский край,1999,5130451.0,0.22778,0.20991
Краснодарский край,2000,5133449.0,0.22729,0.20179
Краснодарский край,2001,5132798.0,0.22642,0.19414
Краснодарский край,2002,5131618.0,0.22699,0.0959
Краснодарский край,2003,5119857.0,0.22648,0.17953
Краснодарский край,2004,5114905.0,0.22459,0.08987
Краснодарский край,2005,5118903.0,0.22414,0.08841
Краснодарский край,2006,5127251.0,0.22424,0.16916
Краснодарский край,2007,5142911.0,0.22589,0.08513
Краснодарский край,2008,5170686.0,0.22837,0.16407
Краснодарский край,2009,5194439.0,0.23069,0.16348
Краснодарский край,2010,5214222.0,0.23461,0.16425
Краснодарский край,2011,5229998.0,0.23878,0.16431
Краснодарский край,2012,5297174.0,0.24076,
Краснодарский край,2013,5356080.0,0.24338,
Краснодарский край,2014,5443424.0,0.24561,
Краснодарский край,2015,5505818.0,0.2494,
Краснодарский край,2016,5579691.0,0.25303,
Краснодарский край,2017,5650232.0,0.25572,
Краснодарский край,2018,5695926.0,0.25892,
Краснодарский край,2019,5753856.0,0.26207,
Краснодарский край,2020,5794102.0,0.25232,
Краснодарский край,2021,3078491.0,0.48065,
Краснодарский край,2022,5832042.0,0.24208,
Краснодарский край,2023,5819345.0,0.24607,
Краснодарский край,2024,5833002.0,0.23746,
Краснодарский край,2025,5842238.0,0.24038,
Красноярский край,1990,3155929.0,0.14049,0.13678
Красноярский край,1991,3163370.0,0.14489,0.13539
Красноярский край,1992,3164219.0,0.14921,0.26244
Красноярский край,1993,3160594.0,0.15385,0.13123
Красноярский край,1994,3139464.0,0.15771,0.25223
Красноярский край,1995,3113809.0,0.16106,0.12601
Красноярский край,1996,3099424.0,0.16393,0.12393
Красноярский край,1997,3085791.0,0.16629,0.12117
Красноярский край,1998,3067863.0,0.16793,0.23168
Красноярский край,1999,3048716.0,0.1687,0.2238
Красноярский край,2000,3022092.0,0.16878,0.21554
Красноярский край,2001,3000891.0,0.16889,0.20842
Красноярский край,2002,2981746.0,0.17013,0.10287
Красноярский край,2003,2961871.0,0.17034,0.19396
Красноярский край,2004,2931905.0,0.17083,0.09552
Красноярский край,2005,2901930.0,0.17299,0.0926
Красноярский край,2006,2869315.0,0.17548,0.17622
Красноярский край,2007,2845425.0,0.17946,0.08765
Красноярский край,2008,2837013.0,0.1839,0.16923
Красноярский край,2009,2832591.0,0.18773,0.16915
Красноярский край,2010,2832854.0,0.193,0.17077
Красноярский край,2011,2829105.0,0.19818,0.17172
Красноярский край,2012,2838985.0,0.20262,
Красноярский край,2013,2847717.0,0.20716,
Красноярский край,2014,2854705.0,0.21193,
Красноярский край,2015,2861321.0,0.2172,
Красноярский край,2016,2869692.0,0.2226,
Красноярский край,2017,2879156.0,0.22712,
Красноярский край,2018,2881007.0,0.2319,
Красноярский край,2019,2879193.0,0.23639,
Красноярский край,2020,2872080.0,0.22821,
Красноярский край,2021,1532857.0,0.43179,
Красноярский край,2022,2856326.0,0.2198,
Красноярский край,2023,2845545.0,0.22329,
Красноярский край,2024,2846120.0,0.21496,
Красноярский край,2025,2837988.0,0.2183,
Курганская область,1990,1107280.0,0.19295,0.13037
Курганская область,1991,1105017.0,0.19658,0.1291
Курганская область,1992,1106527.0,0.19986,0.25211
Курганская область,1993,1106598.0,0.20325,0.12649
Курганская область,1994,1100563.0,0.20645,0.24446
Курганская область,1995,1099645.0,0.20829,0.12185
Курганская область,1996,1090355.0,0.21199,0.11892
Курганская область,1997,1080825.0,0.21558,0.11581
Курганская область,1998,1074789.0,0.21645,0.22237
Курганская область,1999,1068503.0,0.21662,0.21641
Курганская область,2000,1059515.0,0.21612,0.20948
Курганская область,2001,1047114.0,0.2158,0.20273
Курганская область,2002,1030748.0,0.21786,0.10019
Курганская область,2003,1016184.0,0.21684,0.18819
Курганская область,2004,999446.0,0.21579,0.09137
Курганская область,2005,981029.0,0.21737,0.08741
Курганская область,2006,961815.0,0.2195,0.1658
Курганская область,2007,946068.0,0.22514,0.08252
Курганская область,2008,934512.0,0.23014,0.16077
Курганская область,2009,925180.0,0.23351,0.16172
Курганская область,2010,918585.0,0.2391,0.1642
Курганская область,2011,908813.0,0.24562,0.16589
Курганская область,2012,893162.0,0.25375,
Курганская область,2013,879649.0,0.26146,
Курганская область,2014,868031.0,0.26767,
Курганская область,2015,857688.0,0.27419,
Курганская область,2016,846762.0,0.28138,
Курганская область,2017,835967.0,0.28802,
Курганская область,2018,824387.0,0.29479,
Курганская область,2019,810543.0,0.30178,
Курганская область,2020,800000.0,0.29257,
Курганская область,2021,429390.0,0.54401,
Курганская область,2022,772332.0,0.28371,
Курганская область,2023,761586.0,0.28927,
Курганская область,2024,753002.0,0.27992,
Курганская область,2025,744465.0,0.284,
Курская область,1990,1332957.0,0.24299,0.11002
Курская область,1991,1328929.0,0.24623,0.11011
Курская область,1992,1325156.0,0.24964,0.21595
Курская область,1993,1328161.0,0.25261,0.10899
Курская область,1994,1329266.0,0.25404,0.21258
Курская область,1995,1331632.0,0.25335,0.1074
Курская область,1996,1325420.0,0.25425,0.10564
Курская область,1997,1317566.0,0.25654,0.10346
Курская область,1998,1307963.0,0.25639,0.1988
Курская область,1999,1296206.0,0.25499,0.19393
Курская область,2000,1281733.0,0.25239,0.18823
Курская область,2001,1266467.0,0.24926,0.18244
Курская область,2002,1248588.0,0.24882,0.09071
Курская область,2003,1231097.0,0.24692,0.17
Курская область,2004,1213372.0,0.24425,0.08364
Курская область,2005,1195812.0,0.24383,0.08056
Курская область,2006,1177627.0,0.24293,0.1523
Курская область,2007,1161582.0,0.24431,0.07609
Курская область,2008,1151857.0,0.24613,0.14733
Курская область,2009,1143329.0,0.24773,0.1475
Курская область,2010,1134990.0,0.25175,0.14832
Курская область,2011,1125648.0,0.25601,0.1484
Курская область,2012,1121013.0,0.25994,
Курская область,2013,1118182.0,0.26393,
Курская область,2014,1117305.0,0.26823,
Курская область,2015,1115238.0,0.27312,
Курская область,2016,1117503.0,0.27735,
Курская область,2017,1120014.0,0.28171,
Курская область,2018,1111838.0,0.28756,
Курская область,2019,1103178.0,0.29359,
Курская область,2020,1099627.0,0.28288,
Курская область,2021,596877.0,0.52362,
Курская область,2022,1078156.0,0.27234,
Курская область,2023,1067034.0,0.2778,
Курская область,2024,1060892.0,0.2683,
Курская область,2025,1049783.0,0.27344,
Ленинградская область,1990,1667280.0,0.20177,0.11864
Ленинградская область,1991,1675188.0,0.20545,0.11734
Ленинградская область,1992,1678862.0,0.20931,0.22741
Ленинградская область,1993,1680519.0,0.21474,0.11387
Ленинградская область,1994,1676115.0,0.2188,0.2181
Ленинградская область,1995,1682657.0,0.22095,0.10963
Ленинградская область,1996,1685480.0,0.22341,0.1072
Ленинградская область,1997,1689067.0,0.22675,0.10357
Ленинградская область,1998,1692972.0,0.22837,0.19481
Ленинградская область,1999,1693301.0,0.22816,0.18718
Ленинградская область,2000,1686716.0,0.2275,0.17868
Ленинградская область,2001,1680358.0,0.22652,0.17086
Ленинградская область,2002,1672685.0,0.22764,0.08404
Ленинградская область,2003,1667150.0,0.22723,0.1569
Ленинградская область,2004,1673287.0,0.22495,0.07645
Ленинградская область,2005,1681445.0,0.2261,0.07324
Ленинградская область,2006,1685376.0,0.2275,0.13799
Ленинградская область,2007,1691111.0,0.23084,0.06911
Ленинградская область,2008,1692577.0,0.23462,0.13322
Ленинградская область,2009,1698900.0,0.23765,0.13306
Ленинградская область,2010,1704905.0,0.24271,0.13476
Ленинградская область,2011,1718581.0,0.24707,0.13713
Ленинградская область,2012,1742575.0,0.25046,
Ленинградская область,2013,1768546.0,0.25382,
Ленинградская область,2014,1789513.0,0.25759,
Ленинградская область,2015,1808833.0,0.26219,
Ленинградская область,2016,1821350.0,0.26857,
Ленинградская область,2017,1841889.0,0.27262,
Ленинградская область,2018,1871350.0,0.27495,
Ленинградская область,2019,1913504.0,0.27654,
Ленинградская область,2020,1950942.0,0.26435,
Ленинградская область,2021,1048140.0,0.49975,
Ленинградская область,2022,2006022.0,0.25125,
Ленинградская область,2023,2023767.0,0.2553,
Ленинградская область,2024,2035762.0,0.24683,
Ленинградская область,2025,2059479.0,0.24879,
Липецкая область,1990,1231486.0,0.22405,0.11035
Липецкая область,1991,1233419.0,0.22689,0.11033
Липецкая область,1992,1232409.0,0.23027,0.21584
Липецкая область,1993,1238911.0,0.23305,0.10913
Липецкая область,1994,1242943.0,0.23555,0.21156
Липецкая область,1995,1246839.0,0.23648,0.10675
Липецкая область,1996,1246232.0,0.23833,0.10474
Липецкая область,1997,1244644.0,0.24167,0.10258
Липецкая область,1998,1242645.0,0.24223,0.19751
Липецкая область,1999,1239185.0,0.24139,0.19265
Липецкая область,2000,1233679.0,0.24032,0.18624
Липецкая область,2001,1228106.0,0.23863,0.18024
Липецкая область,2002,1220476.0,0.23996,0.08991
Липецкая область,2003,1211008.0,0.23883,0.16744
Липецкая область,2004,1205271.0,0.23622,0.08288
Липецкая область,2005,1198580.0,0.23565,0.08007
Липецкая область,2006,1193890.0,0.23514,0.15245
Липецкая область,2007,1190408.0,0.23637,0.07651
Липецкая область,2008,1186707.0,0.23797,0.14849
Липецкая область,2009,1181981.0,0.24,0.14869
Липецкая область,2010,1177052.0,0.24447,0.14983
Липецкая область,2011,1172026.0,0.24882,0.15094
Липецкая область,2012,1168057.0,0.25336,
Липецкая область,2013,1166468.0,0.25762,
Липецкая область,2014,1166138.0,0.26172,
Липецкая область,2015,1166174.0,0.26662,
Липецкая область,2016,1167006.0,0.27169,
Липецкая область,2017,1169536.0,0.27578,
Липецкая область,2018,1165762.0,0.28075,
Липецкая область,2019,1162004.0,0.28605,
Липецкая область,2020,1159669.0,0.27549,
Липецкая область,2021,623970.0,0.51262,
Липецкая область,2022,1138140.0,0.26445,
Липецкая область,2023,1126263.0,0.27013,
Липецкая область,2024,1116265.0,0.26134,
Липецкая область,2025,1108295.0,0.26573,
Магаданская область,1990,390276.0,0.04724,0.14507
Магаданская область,1991,384525.0,0.05173,0.14254
Магаданская область,1992,365311.0,0.0576,0.27617
Магаданская область,1993,323673.0,0.06633,0.13636
Магаданская область,1994,300157.0,0.07174,0.25953
Магаданская область,1995,266883.0,0.07405,0.12729
Магаданская область,1996,240215.0,0.08003,0.12301
Магаданская область,1997,229148.0,0.08518,0.11864
Магаданская область,1998,220533.0,0.08976,0.22662
Магаданская область,1999,211696.0,0.09382,0.21805
Магаданская область,2000,201974.0,0.09817,0.20852
Магаданская область,2001,193945.0,0.10196,0.20201
Магаданская область,2002,187218.0,0.10738,0.10046
Магаданская область,2003,181832.0,0.11155,0.18915
Магаданская область,2004,178069.0,0.11467,0.09257
Магаданская область,2005,173937.0,0.12057,0.08877
Магаданская область,2006,170397.0,0.12639,0.16894
Магаданская область,2007,166902.0,0.13442,0.08402
Магаданская область,2008,163989.0,0.14311,0.16321
Магаданская область,2009,160940.0,0.15047,0.16384
Магаданская область,2010,159002.0,0.16041,0.16607
Магаданская область,2011,156534.0,0.1687,0.1684
Магаданская область,2012,154316.0,0.17528,
Магаданская область,2013,152027.0,0.18149,
Магаданская область,2014,149810.0,0.18792,
Магаданская область,2015,147403.0,0.19446,
Магаданская область,2016,145503.0,0.19896,
Магаданская область,2017,144564.0,0.20319,
Магаданская область,2018,142918.0,0.20745,
Магаданская область,2019,139895.0,0.2128,
Магаданская область,2020,138639.0,0.20302,
Магаданская область,2021,70537.0,0.40121,
Магаданская область,2022,135907.0,0.19348,
Магаданская область,2023,134315.0,0.19821,
Магаданская область,2024,133387.0,0.19083,
Магаданская область,2025,134544.0,0.19229,
Московская область,1990,6700180.0,0.20903,0.10566
Московская область,1991,6720248.0,0.21275,0.1049
Московская область,1992,6719121.0,0.21665,0.20429
Московская область,1993,6704332.0,0.22241,0.10245
Московская область,1994,6677307.0,0.22616,0.19765
Московская область,1995,6671785.0,0.22805,0.09944
Московская область,1996,6660192.0,0.2307,0.09769
Московская область,1997,6657710.0,0.23417,0.09516
Московская область,1998,6657149.0,0.236,0.18066
Московская область,1999,6653499.0,0.23521,0.17474
Московская область,2000,6628173.0,0.23433,0.1681
Московская область,2001,6613469.0,0.23364,0.16235
Московская область,2002,6609152.0,0.23455,0.08069
Московская область,2003,6616879.0,0.23339,0.152
Московская область,2004,6671325.0,0.23079,0.07508
Московская область,2005,6736742.0,0.23062,0.07292
Московская область,2006,6783853.0,0.23098,0.1398
Московская область,2007,6846821.0,0.23219,0.07063
Московская область,2008,6895369.0,0.23365,0.13763
Московская область,2009,6958015.0,0.23393,0.13903
Московская область,2010,7024207.0,0.23605,0.14117
Московская область,2011,7106215.0,0.2375,0.1428
Московская область,2012,7243745.0,0.23712,
Московская область,2013,7385493.0,0.23689,
Московская область,2014,7519731.0,0.23763,
Московская область,2015,7666282.0,0.23915,
Московская область,2016,7805756.0,0.24189,
Московская область,2017,7960044.0,0.24313,
Московская область,2018,8088321.0,0.24471,
Московская область,2019,8233194.0,0.24625,
Московская область,2020,8372871.0,0.23515,
Московская область,2021,4436698.0,0.44923,
Московская область,2022,8542257.0,0.22348,
Московская область,2023,8591736.0,0.22775,
Московская область,2024,8651260.0,0.21939,
Московская область,2025,8775735.0,0.21995,
Мурманская область,1990,1191468.0,0.08836,0.13635
Мурманская область,1991,1188785.0,0.0935,0.13419
Мурманская область,1992,1170371.0,0.09928,0.25617
Мурманская область,1993,1133261.0,0.10693,0.12798
Мурманская область,1994,1100549.0,0.11238,0.24025
Мурманская область,1995,1066924.0,0.11717,0.12005
Мурманская область,1996,1037162.0,0.12074,0.1166
Мурманская область,1997,1012124.0,0.12568,0.11259
Мурманская область,1998,987936.0,0.12883,0.21122
Мурманская область,1999,964065.0,0.13041,0.20333
Мурманская область,2000,941062.0,0.13161,0.19509
Мурманская область,2001,922875.0,0.13223,0.18881
Мурманская область,2002,905735.0,0.13522,0.09474
Мурманская область,2003,889809.0,0.13516,0.17915
Мурманская область,2004,873145.0,0.13804,0.08843
Мурманская область,2005,856939.0,0.14519,0.08595
Мурманская область,2006,839429.0,0.15186,0.16156
Мурманская область,2007,823978.0,0.15948,0.08181
Мурманская область,2008,815140.0,0.16685,0.15659
Мурманская область,2009,805554.0,0.17214,0.15794
Мурманская область,2010,799765.0,0.17877,0.16049
Мурманская область,2011,794077.0,0.18466,0.16238
Мурманская область,2012,782233.0,0.19056,
Мурманская область,2013,769174.0,0.1968,
Мурманская область,2014,754100.0,0.20346,
Мурманская область,2015,743889.0,0.20984,
Мурманская область,2016,734112.0,0.21552,
Мурманская область,2017,724126.0,0.22056,
Мурманская область,2018,714710.0,0.22445,
Мурманская область,2019,703953.0,0.22846,
Мурманская область,2020,692240.0,0.21937,
Мурманская область,2021,358366.0,0.42098,
Мурманская область,2022,665240.0,0.21042,
Мурманская область,2023,658698.0,0.21471,
Мурманская область,2024,656438.0,0.20593,
Мурманская область,2025,651363.0,0.21021,
Ненецкий автономный округ,1990,51993.0,0.07087,0.15544
Ненецкий автономный округ,1991,51667.0,0.0745,0.15538
Ненецкий автономный округ,1992,50245.0,0.07933,0.31245
Ненецкий автономный округ,1993,48235.0,0.08463,0.15147
Ненецкий автономный округ,1994,46504.0,0.08868,0.30146
Ненецкий автономный округ,1995,44526.0,0.09392,0.14688
Ненецкий автономный округ,1996,43367.0,0.09876,0.14652
Ненецкий автономный округ,1997,42549.0,0.1039,0.14369
Ненецкий автономный округ,1998,41774.0,0.10823,0.27852
Ненецкий автономный округ,1999,41513.0,0.10883,0.2716
Ненецкий автономный округ,2000,41174.0,0.10951,0.26495
Ненецкий автономный округ,2001,40931.0,0.10955,0.26105
Ненецкий автономный округ,2002,40896.0,0.11228,0.13302
Ненецкий автономный округ,2003,41699.0,0.11477,0.25262
Ненецкий автономный округ,2004,41881.0,0.1148,0.12547
Ненецкий автономный округ,2005,41906.0,0.11683,0.11998
Ненецкий автономный округ,2006,41914.0,0.11898,0.22298
Ненецкий автономный округ,2007,41854.0,0.1229,0.11308
Ненецкий автономный округ,2008,41900.0,0.12695,0.21699
Ненецкий автономный округ,2009,41857.0,0.13104,0.2207
Ненецкий автономный округ,2010,42115.0,0.13724,0.22555
Ненецкий автономный округ,2011,42104.0,0.14386,0.22715
Ненецкий автономный округ,2012,42158.0,0.14998,
Ненецкий автономный округ,2013,42258.0,0.15531,
Ненецкий автономный округ,2014,42231.0,0.15993,
Ненецкий автономный округ,2015,42273.0,0.16602,
Ненецкий автономный округ,2016,42503.0,0.17236,
Ненецкий автономный округ,2017,42299.0,0.17989,
Ненецкий автономный округ,2018,42050.0,0.18716,
Ненецкий автономный округ,2019,41620.0,0.19387,
Ненецкий автономный округ,2020,41604.0,0.18674,
Ненецкий автономный округ,2021,21677.0,0.36859,
Ненецкий автономный округ,2022,41426.0,0.18201,
Ненецкий автономный округ,2023,41383.0,0.18856,
Ненецкий автономный округ,2024,42224.0,0.17841,
Ненецкий автономный округ,2025,41906.0,0.18422,
Нижегородская область,1990,3780256.0,0.2272,0.10993
Нижегородская область,1991,3773185.0,0.23083,0.10956
Нижегородская область,1992,3762340.0,0.23447,0.21336
Нижегородская область,1993,3753098.0,0.23953,0.10711
Нижегородская область,1994,3737364.0,0.24249,0.20685
Нижегородская область,1995,3730590.0,0.24369,0.10399
Нижегородская область,1996,3711116.0,0.24501,0.10284
Нижегородская область,1997,3691689.0,0.24693,0.10103
Нижегородская область,1998,3673896.0,0.24669,0.19328
Нижегородская область,1999,3655489.0,0.2446,0.18813
Нижегородская область,2000,3628222.0,0.24268,0.18088
Нижегородская область,2001,3594476.0,0.24055,0.17448
Нижегородская область,2002,3554696.0,0.24084,0.08606
Нижегородская область,2003,3515673.0,0.23917,0.16133
Нижегородская область,2004,3481080.0,0.23656,0.08011
Нижегородская область,2005,3447896.0,0.23646,0.07818
Нижегородская область,2006,3414325.0,0.23648,0.14781
Нижегородская область,2007,3384358.0,0.23871,0.07408
Нижегородская область,2008,3362817.0,0.24088,0.14248
Нижегородская область,2009,3343719.0,0.24282,0.14238
Нижегородская область,2010,3326812.0,0.2468,0.14392
Нижегородская область,2011,3307648.0,0.25059,0.14451
Нижегородская область,2012,3293593.0,0.2542,
Нижегородская область,2013,3283201.0,0.2582,
Нижегородская область,2014,3271570.0,0.26252,
Нижегородская область,2015,3256991.0,0.26736,
Нижегородская область,2016,3244135.0,0.27245,
Нижегородская область,2017,3228500.0,0.27685,
Нижегородская область,2018,3212463.0,0.28113,
Нижегородская область,2019,3189099.0,0.28573,
Нижегородская область,2020,3174171.0,0.27551,
Нижегородская область,2021,1721725.0,0.50814,
Нижегородская область,2022,3108918.0,0.26523,
Нижегородская область,2023,3081817.0,0.26954,
Нижегородская область,2024,3060335.0,0.26055,
Нижегородская область,2025,3039421.0,0.26419,
Новгородская область,1990,753369.0,0.22922,0.1147
Новгородская область,1991,751908.0,0.23178,0.11413
Новгородская область,1992,748820.0,0.23413,0.22312
Новгородская область,1993,746950.0,0.23873,0.11235
Новгородская область,1994,742100.0,0.24079,0.21722
Новгородская область,1995,739368.0,0.24128,0.10938
Новгородская область,1996,735557.0,0.24308,0.10665
Новгородская область,1997,731464.0,0.24657,0.10349
Новгородская область,1998,729747.0,0.24752,0.19725
Новгородская область,1999,726027.0,0.24642,0.19096
Новгородская область,2000,718565.0,0.24571,0.18434
Новгородская область,2001,710261.0,0.24421,0.17783
Новгородская область,2002,700859.0,0.24622,0.08866
Новгородская область,2003,692138.0,0.24546,0.16602
Новгородская область,2004,682965.0,0.24235,0.08152
Новгородская область,2005,674519.0,0.24266,0.07852
Новгородская область,2006,665616.0,0.24312,0.14791
Новгородская область,2007,657584.0,0.24544,0.0742
Новгородская область,2008,652198.0,0.24842,0.14389
Новгородская область,2009,645369.0,0.25105,0.14483
Новгородская область,2010,639697.0,0.25556,0.14755
Новгородская область,2011,632799.0,0.26043,0.14958
Новгородская область,2012,629239.0,0.26505,
Новгородская область,2013,624910.0,0.27005,
Новгородская область,2014,621049.0,0.27508,
Новгородская область,2015,616886.0,0.27973,
Новгородская область,2016,613604.0,0.28386,
Новгородская область,2017,609998.0,0.28763,
Новгородская область,2018,603661.0,0.29266,
Новгородская область,2019,597046.0,0.29743,
Новгородская область,2020,592823.0,0.28644,
Новгородская область,2021,324541.0,0.52386,
Новгородская область,2022,581578.0,0.27432,
Новгородская область,2023,575926.0,0.27757,
Новгородская область,2024,571447.0,0.26805,
Новгородская область,2025,566960.0,0.2713,
Новосибирская область,1990,2742075.0,0.18203,0.12625
Новосибирская область,1991,2744809.0,0.18604,0.125
Новосибирская область,1992,2749253.0,0.18947,0.24261
Новосибирская область,1993,2746874.0,0.19403,0.12149
Новосибирская область,1994,2733738.0,0.19738,0.23324
Новосибирская область,1995,2732352.0,0.19974,0.11632
Новосибирская область,1996,2732721.0,0.20199,0.11423
Новосибирская область,1997,2729750.0,0.20383,0.11146
Новосибирская область,1998,2732245.0,0.20453,0.2115
Новосибирская область,1999,2734031.0,0.20404,0.2031
Новосибирская область,2000,2725499.0,0.2037,0.19359
Новосибирская область,2001,2715128.0,0.20335,0.18549
Новосибирская область,2002,2703012.0,0.20407,0.09095
Новосибирская область,2003,2688423.0,0.20384,0.17015
Новосибирская область,2004,2674155.0,0.20343,0.08444
Новосибирская область,2005,2665984.0,0.20428,0.08236
Новосибирская область,2006,2654853.0,0.20559,0.15655
Новосибирская область,2007,2647195.0,0.2088,0.07848
Новосибирская область,2008,2642727.0,0.21223,0.15083
Новосибирская область,2009,2648923.0,0.21479,0.15111
Новосибирская область,2010,2661594.0,0.2186,0.15266
Новосибирская область,2011,2666465.0,0.2236,0.15374
Новосибирская область,2012,2688341.0,0.22717,
Новосибирская область,2013,2712523.0,0.23056,
Новосибирская область,2014,2735783.0,0.23432,
Новосибирская область,2015,2753041.0,0.239,
Новосибирская область,2016,2769994.0,0.24408,
Новосибирская область,2017,2788853.0,0.24796,
Новосибирская область,2018,2799721.0,0.25199,
Новосибирская область,2019,2805820.0,0.25599,
Новосибирская область,2020,2812152.0,0.24673,
Новосибирская область,2021,1517405.0,0.45967,
Новосибирская область,2022,2797492.0,0.23735,
Новосибирская область,2023,2794266.0,0.24046,
Новосибирская область,2024,2789532.0,0.23214,
Новосибирская область,2025,2786540.0,0.23454,
Омская область,1990,2152578.0,0.16403,0.13898
Омская область,1991,2161266.0,0.16799,0.13751
Омская область,1992,2165262.0,0.17203,0.26795
Омская область,1993,2168933.0,0.17579,0.13368
Омская область,1994,2164114.0,0.17882,0.25808
Омская область,1995,2168597.0,0.18132,0.12852
Омская область,1996,2162178.0,0.18409,0.12605
Омская область,1997,2156283.0,0.18676,0.12331
Омская область,1998,2157338.0,0.18769,0.23453
Омская область,1999,2153911.0,0.1879,0.22573
Омская область,2000,2136058.0,0.18768,0.21594
Омская область,2001,2117291.0,0.1877,0.20644
Омская область,2002,2094735.0,0.1894,0.10083
Омская область,2003,2075422.0,0.18985,0.18733
Омская область,2004,2052741.0,0.1895,0.09217
Омская область,2005,2034091.0,0.19083,0.08893
