label_0,label_1,period_label,period,value
Новосибирская область,рубль,I квартал,2014-Q1,19597.0
Новосибирская область,рубль,II квартал,2014-Q2,22959.0
Новосибирская область,рубль,III квартал,2014-Q3,23139.0
Новосибирская область,рубль,IV квартал,2014-Q4,27930.0
Новосибирская область,рубль,значение показателя за год,2014,23333.0
Новосибирская область,рубль,I квартал,2015-Q1,21121.0
Новосибирская область,рубль,II квартал,2015-Q2,24644.0
Новосибирская область,рубль,III квартал,2015-Q3,26910.0
Новосибирская область,рубль,IV квартал,2015-Q4,29545.0
Новосибирская область,рубль,значение показателя за год,2015,25477.0
Новосибирская область,рубль,I квартал,2016-Q1,23052.0
Новосибирская область,рубль,II квартал,2016-Q2,25592.0
Новосибирская область,рубль,III квартал,2016-Q3,27022.0
Новосибирская область,рубль,IV квартал,2016-Q4,31500.0
Новосибирская область,рубль,значение показателя за год,2016,26701.0
Новосибирская область,рубль,I квартал,2017-Q1,25577.0
Новосибирская область,рубль,II квартал,2017-Q2,27163.0
Новосибирская область,рубль,III квартал,2017-Q3,26050.0
Новосибирская область,рубль,IV квартал,2017-Q4,31818.0
Новосибирская область,рубль,значение показателя за год,2017,27598.0
Новосибирская область,рубль,I квартал,2018-Q1,26521.0
Новосибирская область,рубль,II квартал,2018-Q2,28311.0
Новосибирская область,рубль,III квартал,2018-Q3,27876.0
Новосибирская область,рубль,IV квартал,2018-Q4,32421.0
Новосибирская область,рубль,значение показателя за год,2018,28751.0
Новосибирская область,рубль,I квартал,2019-Q1,27226.0
Новосибирская область,рубль,II квартал,2019-Q2,29830.0
Новосибирская область,рубль,III квартал,2019-Q3,30708.0
Новосибирская область,рубль,IV квартал,2019-Q4,34063.0
Новосибирская область,рубль,значение показателя за год,2019,30422.0
Новосибирская область,рубль,I квартал,2020-Q1,29120.0
Новосибирская область,рубль,II квартал,2020-Q2,30205.0
Новосибирская область,рубль,III квартал,2020-Q3,31338.0
Новосибирская область,рубль,IV квартал,2020-Q4,34857.0
Новосибирская область,рубль,значение показателя за год,2020,31440.0
Омская область,рубль,значение показателя за год,2008,13801.5
Омская область,рубль,значение показателя за год,2009,14061.1
Омская область,рубль,значение показателя за год,2010,15199.0
Омская область,рубль,значение показателя за год,2011,17259.0
Омская область,рубль,I квартал,2012-Q1,16036.0
Омская область,рубль,II квартал,2012-Q2,19112.0
Омская область,рубль,III квартал,2012-Q3,19424.0
Омская область,рубль,IV квартал,2012-Q4,23491.0
Омская область,рубль,значение показателя за год,2012,19533.0
Омская область,рубль,I квартал,2013-Q1,16984.0
Омская область,рубль,II квартал,2013-Q2,20071.0
Омская область,рубль,III квартал,2013-Q3,20408.0
Омская область,рубль,IV квартал,2013-Q4,25237.0
Омская область,рубль,значение показателя за год,2013,20689.0
Омская область,рубль,I квартал,2014-Q1,18390.0
Омская область,рубль,II квартал,2014-Q2,22516.0
Омская область,рубль,III квартал,2014-Q3,23805.0
Омская область,рубль,IV квартал,2014-Q4,29256.0
Омская область,рубль,значение показателя за год,2014,23482.0
Омская область,рубль,I квартал,2015-Q1,23396.0
Омская область,рубль,II квартал,2015-Q2,25019.0
Омская область,рубль,III квартал,2015-Q3,24930.0
Омская область,рубль,IV квартал,2015-Q4,28327.0
Омская область,рубль,значение показателя за год,2015,25433.0
Омская область,рубль,I квартал,2016-Q1,22857.0
Омская область,рубль,II квартал,2016-Q2,24967.0
Омская область,рубль,III квартал,2016-Q3,24981.0
Омская область,рубль,IV квартал,2016-Q4,26555.0
Омская область,рубль,значение показателя за год,2016,24893.0
Омская область,рубль,I квартал,2017-Q1,23324.0
Омская область,рубль,II квартал,2017-Q2,24590.0
Омская область,рубль,III квартал,2017-Q3,23896.0
Омская область,рубль,IV квартал,2017-Q4,27485.0
Омская область,рубль,значение показателя за год,2017,24920.0
Омская область,рубль,I квартал,2018-Q1,23708.0
Омская область,рубль,II квартал,2018-Q2,25613.0
Омская область,рубль,III квартал,2018-Q3,24342.0
Омская область,рубль,IV квартал,2018-Q4,28604.0
Омская область,рубль,значение показателя за год,2018,25688.0
Омская область,рубль,I квартал,2019-Q1,23906.0
Омская область,рубль,II квартал,2019-Q2,27300.0
Омская область,рубль,III квартал,2019-Q3,27495.0
Омская область,рубль,IV квартал,2019-Q4,29841.0
Омская область,рубль,значение показателя за год,2019,27278.0
Омская область,рубль,I квартал,2020-Q1,24886.0
Омская область,рубль,II квартал,2020-Q2,25860.0
Омская область,рубль,III квартал,2020-Q3,26967.0
Омская область,рубль,IV квартал,2020-Q4,32460.0
Омская область,рубль,значение показателя за год,2020,27729.0
Томская область,рубль,значение показателя за год,2008,13584.3
Томская область,рубль,значение показателя за год,2009,13917.6
Томская область,рубль,значение показателя за год,2010,15070.5
Томская область,рубль,значение показателя за год,2011,16520.0
Томская область,рубль,I квартал,2012-Q1,15208.0
Томская область,рубль,II квартал,2012-Q2,17666.0
Томская область,рубль,III квартал,2012-Q3,17537.0
Томская область,рубль,IV квартал,2012-Q4,21956.0
Томская область,рубль,значение показателя за год,2012,18041.0
Томская область,рубль,I квартал,2013-Q1,20331.0
Томская область,рубль,II квартал,2013-Q2,22573.0
Томская область,рубль,III квартал,2013-Q3,22506.0
Томская область,рубль,IV квартал,2013-Q4,26428.0
Томская область,рубль,значение показателя за год,2013,22902.0
Томская область,рубль,I квартал,2014-Q1,21807.0
Томская область,рубль,II квартал,2014-Q2,25648.0
Томская область,рубль,III квартал,2014-Q3,23916.0
Томская область,рубль,IV квартал,2014-Q4,26301.0
Томская область,рубль,значение показателя за год,2014,24375.0
Томская область,рубль,I квартал,2015-Q1,24387.0
Томская область,рубль,II квартал,2015-Q2,29129.0
Томская область,рубль,III квартал,2015-Q3,25838.0
Томская область,рубль,IV квартал,2015-Q4,28280.0
Томская область,рубль,значение показателя за год,2015,26885.0
Томская область,рубль,I квартал,2016-Q1,23041.0
Томская область,рубль,II квартал,2016-Q2,28281.0
Томская область,рубль,III квартал,2016-Q3,25051.0
Томская область,рубль,IV квартал,2016-Q4,28634.0
Томская область,рубль,значение показателя за год,2016,26232.0
Томская область,рубль,I квартал,2017-Q1,24355.0
Томская область,рубль,II квартал,2017-Q2,27723.0
Томская область,рубль,III квартал,2017-Q3,25732.0
Томская область,рубль,IV квартал,2017-Q4,29246.0
Томская область,рубль,значение показателя за год,2017,26778.0
Томская область,рубль,I квартал,2018-Q1,25780.0
Томская область,рубль,II квартал,2018-Q2,29478.0
Томская область,рубль,III квартал,2018-Q3,25770.0
Томская область,рубль,IV квартал,2018-Q4,28473.0
Томская область,рубль,значение показателя за год,2018,27392.0
Томская область,рубль,I квартал,2019-Q1,26586.0
Томская область,рубль,II квартал,2019-Q2,30244.0
Томская область,рубль,III квартал,2019-Q3,27215.0
Томская область,рубль,IV квартал,2019-Q4,30001.0
Томская область,рубль,значение показателя за год,2019,28494.0
Томская область,рубль,I квартал,2020-Q1,27390.0
Томская область,рубль,II квартал,2020-Q2,30316.0
Томская область,рубль,III квартал,2020-Q3,27628.0
Томская область,рубль,IV квартал,2020-Q4,30157.0
Томская область,рубль,значение показателя за год,2020,29001.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,значение показателя за год,2008,15916.2
Дальневосточный федеральный округ (до 03.11.2018),рубль,значение показателя за год,2009,18761.6
Дальневосточный федеральный округ (до 03.11.2018),рубль,значение показателя за год,2010,20807.2
Дальневосточный федеральный округ (до 03.11.2018),рубль,значение показателя за год,2011,21141.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,I квартал,2012-Q1,19449.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,II квартал,2012-Q2,22873.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,III квартал,2012-Q3,23067.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,IV квартал,2012-Q4,28837.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,значение показателя за год,2012,23594.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,I квартал,2013-Q1,22589.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,II квартал,2013-Q2,25863.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,III квартал,2013-Q3,24963.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,IV квартал,2013-Q4,30382.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,значение показателя за год,2013,26011.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,I квартал,2014-Q1,24259.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,II квартал,2014-Q2,28408.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,III квартал,2014-Q3,28541.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,IV квартал,2014-Q4,32768.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,значение показателя за год,2014,28540.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,I квартал,2015-Q1,27658.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,II квартал,2015-Q2,32602.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,III квартал,2015-Q3,31219.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,IV квартал,2015-Q4,37096.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,значение показателя за год,2015,32199.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,I квартал,2016-Q1,28520.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,II квартал,2016-Q2,33143.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,III квартал,2016-Q3,32909.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,IV квартал,2016-Q4,36474.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,значение показателя за год,2016,32812.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,I квартал,2017-Q1,29738.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,II квартал,2017-Q2,33999.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,III квартал,2017-Q3,32907.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,IV квартал,2017-Q4,38416.0
Дальневосточный федеральный округ (до 03.11.2018),рубль,значение показателя за год,2017,33836.0
Дальневосточный федеральный округ,рубль,I квартал,2018-Q1,31705.0
Дальневосточный федеральный округ,рубль,II квартал,2018-Q2,35151.0
Дальневосточный федеральный округ,рубль,III квартал,2018-Q3,34407.0
Дальневосточный федеральный округ,рубль,IV квартал,2018-Q4,41936.0
Дальневосточный федеральный округ,рубль,значение показателя за год,2018,35898.0
Дальневосточный федеральный округ,рубль,I квартал,2019-Q1,33184.0
Дальневосточный федеральный округ,рубль,II квартал,2019-Q2,37662.0
Дальневосточный федеральный округ,рубль,III квартал,2019-Q3,37390.0
Дальневосточный федеральный округ,рубль,IV квартал,2019-Q4,45159.0
Дальневосточный федеральный округ,рубль,значение показателя за год,2019,38420.0
Дальневосточный федеральный округ,рубль,I квартал,2020-Q1,35654.0
Дальневосточный федеральный округ,рубль,II квартал,2020-Q2,38200.0
Дальневосточный федеральный округ,рубль,III квартал,2020-Q3,37921.0
Дальневосточный федеральный округ,рубль,IV квартал,2020-Q4,46117.0
Дальневосточный федеральный округ,рубль,значение показателя за год,2020,39612.0
Республика Бурятия,рубль,значение показателя за год,2008,11233.4
Республика Бурятия,рубль,значение показателя за год,2009,12956.1
Республика Бурятия,рубль,значение показателя за год,2010,14270.7
Республика Бурятия,рубль,значение показателя за год,2011,15716.0
Республика Бурятия,рубль,I квартал,2012-Q1,14923.0
Республика Бурятия,рубль,II квартал,2012-Q2,17344.0
Республика Бурятия,рубль,III квартал,2012-Q3,18028.0
Республика Бурятия,рубль,IV квартал,2012-Q4,20479.0
Республика Бурятия,рубль,значение показателя за год,2012,17693.0
Республика Бурятия,рубль,I квартал,2013-Q1,17218.0
Республика Бурятия,рубль,II квартал,2013-Q2,19067.0
Республика Бурятия,рубль,III квартал,2013-Q3,19010.0
Республика Бурятия,рубль,IV квартал,2013-Q4,20431.0
Республика Бурятия,рубль,значение показателя за год,2013,18916.0
Республика Бурятия,рубль,I квартал,2014-Q1,18354.0
Республика Бурятия,рубль,II квартал,2014-Q2,20490.0
Республика Бурятия,рубль,III квартал,2014-Q3,22386.0
Республика Бурятия,рубль,IV квартал,2014-Q4,21895.0
Республика Бурятия,рубль,значение показателя за год,2014,20737.0
Республика Бурятия,рубль,I квартал,2015-Q1,19537.0
Республика Бурятия,рубль,II квартал,2015-Q2,23802.0
Республика Бурятия,рубль,III квартал,2015-Q3,22870.0
Республика Бурятия,рубль,IV квартал,2015-Q4,29558.0
Республика Бурятия,рубль,значение показателя за год,2015,23902.0
Республика Бурятия,рубль,I квартал,2016-Q1,19834.0
Республика Бурятия,рубль,II квартал,2016-Q2,21799.0
Республика Бурятия,рубль,III квартал,2016-Q3,23992.0
Республика Бурятия,рубль,IV квартал,2016-Q4,29562.0
Республика Бурятия,рубль,значение показателя за год,2016,23779.0
Республика Бурятия,рубль,I квартал,2017-Q1,19976.0
Республика Бурятия,рубль,II квартал,2017-Q2,22639.0
Республика Бурятия,рубль,III квартал,2017-Q3,24479.0
Республика Бурятия,рубль,IV квартал,2017-Q4,28615.0
Республика Бурятия,рубль,значение показателя за год,2017,23931.0
Республика Бурятия,рубль,I квартал,2018-Q1,22666.0
Республика Бурятия,рубль,II квартал,2018-Q2,23000.0
Республика Бурятия,рубль,III квартал,2018-Q3,24281.0
Республика Бурятия,рубль,IV квартал,2018-Q4,26728.0
Республика Бурятия,рубль,значение показателя за год,2018,24190.0
Республика Бурятия,рубль,I квартал,2019-Q1,22541.0
Республика Бурятия,рубль,II квартал,2019-Q2,24593.0
Республика Бурятия,рубль,III квартал,2019-Q3,26103.0
Республика Бурятия,рубль,IV квартал,2019-Q4,28496.0
Республика Бурятия,рубль,значение показателя за год,2019,25400.0
Республика Бурятия,рубль,I квартал,2020-Q1,24599.0
Республика Бурятия,рубль,II квартал,2020-Q2,26026.0
Республика Бурятия,рубль,III квартал,2020-Q3,25565.0
Республика Бурятия,рубль,IV квартал,2020-Q4,29078.0
Республика Бурятия,рубль,значение показателя за год,2020,26333.0
Забайкальский край,рубль,значение показателя за год,2008,11047.2
Забайкальский край,рубль,значение показателя за год,2009,12704.8
Забайкальский край,рубль,значение показателя за год,2010,14204.5
Забайкальский край,рубль,значение показателя за год,2011,15997.0
Забайкальский край,рубль,I квартал,2012-Q1,15274.0
Забайкальский край,рубль,II квартал,2012-Q2,17964.0
Забайкальский край,рубль,III квартал,2012-Q3,16364.0
Забайкальский край,рубль,IV квартал,2012-Q4,20696.0
Забайкальский край,рубль,значение показателя за год,2012,17639.0
Забайкальский край,рубль,I квартал,2013-Q1,16905.0
Забайкальский край,рубль,II квартал,2013-Q2,18579.0
Забайкальский край,рубль,III квартал,2013-Q3,18169.0
Забайкальский край,рубль,IV квартал,2013-Q4,23018.0
Забайкальский край,рубль,значение показателя за год,2013,19245.0
Забайкальский край,рубль,I квартал,2014-Q1,17370.0
Забайкальский край,рубль,II квартал,2014-Q2,19758.0
Забайкальский край,рубль,III квартал,2014-Q3,18795.0
Забайкальский край,рубль,IV квартал,2014-Q4,23585.0
Забайкальский край,рубль,значение показателя за год,2014,19938.0
Забайкальский край,рубль,I квартал,2015-Q1,19628.0
Забайкальский край,рубль,II квартал,2015-Q2,22168.0
Забайкальский край,рубль,III квартал,2015-Q3,21560.0
Забайкальский край,рубль,IV квартал,2015-Q4,25776.0
Забайкальский край,рубль,значение показателя за год,2015,22369.0
Забайкальский край,рубль,I квартал,2016-Q1,19697.0
Забайкальский край,рубль,II квартал,2016-Q2,22471.0
Забайкальский край,рубль,III квартал,2016-Q3,21550.0
Забайкальский край,рубль,IV квартал,2016-Q4,26020.0
Забайкальский край,рубль,значение показателя за год,2016,22518.0
Забайкальский край,рубль,I квартал,2017-Q1,21251.0
Забайкальский край,рубль,II квартал,2017-Q2,22852.0
Забайкальский край,рубль,III квартал,2017-Q3,21938.0
Забайкальский край,рубль,IV квартал,2017-Q4,26525.0
Забайкальский край,рубль,значение показателя за год,2017,23252.0
Забайкальский край,рубль,I квартал,2018-Q1,21692.0
Забайкальский край,рубль,II квартал,2018-Q2,24276.0
Забайкальский край,рубль,III квартал,2018-Q3,23435.0
Забайкальский край,рубль,IV квартал,2018-Q4,28703.0
Забайкальский край,рубль,значение показателя за год,2018,24655.0
Забайкальский край,рубль,I квартал,2019-Q1,24002.0
Забайкальский край,рубль,II квартал,2019-Q2,25944.0
Забайкальский край,рубль,III квартал,2019-Q3,25773.0
Забайкальский край,рубль,IV квартал,2019-Q4,30032.0
Забайкальский край,рубль,значение показателя за год,2019,26566.0
Забайкальский край,рубль,I квартал,2020-Q1,25351.0
Забайкальский край,рубль,II квартал,2020-Q2,27519.0
Забайкальский край,рубль,III квартал,2020-Q3,27433.0
Забайкальский край,рубль,IV квартал,2020-Q4,31214.0
Забайкальский край,рубль,значение показателя за год,2020,28021.0
Республика Саха (Якутия),рубль,значение показателя за год,2008,18586.4
Республика Саха (Якутия),рубль,значение показателя за год,2009,21161.7
Республика Саха (Якутия),рубль,значение показателя за год,2010,23088.1
Республика Саха (Якутия),рубль,значение показателя за год,2011,25611.0
Республика Саха (Якутия),рубль,I квартал,2012-Q1,23157.0
Республика Саха (Якутия),рубль,II квартал,2012-Q2,28380.0
Республика Саха (Якутия),рубль,III квартал,2012-Q3,27307.0
Республика Саха (Якутия),рубль,IV квартал,2012-Q4,35887.0
Республика Саха (Якутия),рубль,значение показателя за год,2012,28682.0
Республика Саха (Якутия),рубль,I квартал,2013-Q1,24301.0
Республика Саха (Якутия),рубль,II квартал,2013-Q2,30898.0
Республика Саха (Якутия),рубль,III квартал,2013-Q3,28948.0
Республика Саха (Якутия),рубль,IV квартал,2013-Q4,38079.0
Республика Саха (Якутия),рубль,значение показателя за год,2013,30560.0
Республика Саха (Якутия),рубль,I квартал,2014-Q1,25408.0
Республика Саха (Якутия),рубль,II квартал,2014-Q2,32426.0
Республика Саха (Якутия),рубль,III квартал,2014-Q3,30849.0
Республика Саха (Якутия),рубль,IV квартал,2014-Q4,43481.0
Республика Саха (Якутия),рубль,значение показателя за год,2014,32994.0
Республика Саха (Якутия),рубль,I квартал,2015-Q1,28566.0
Республика Саха (Якутия),рубль,II квартал,2015-Q2,36743.0
Республика Саха (Якутия),рубль,III квартал,2015-Q3,33629.0
Республика Саха (Якутия),рубль,IV квартал,2015-Q4,49010.0
Республика Саха (Якутия),рубль,значение показателя за год,2015,36918.0
Республика Саха (Якутия),рубль,I квартал,2016-Q1,30177.0
Республика Саха (Якутия),рубль,II квартал,2016-Q2,39468.0
Республика Саха (Якутия),рубль,III квартал,2016-Q3,36632.0
Республика Саха (Якутия),рубль,IV квартал,2016-Q4,48969.0
Республика Саха (Якутия),рубль,значение показателя за год,2016,38737.0
Республика Саха (Якутия),рубль,I квартал,2017-Q1,33308.0
Республика Саха (Якутия),рубль,II квартал,2017-Q2,40205.0
Республика Саха (Якутия),рубль,III квартал,2017-Q3,38254.0
Республика Саха (Якутия),рубль,IV квартал,2017-Q4,50003.0
Республика Саха (Якутия),рубль,значение показателя за год,2017,40404.0
Республика Саха (Якутия),рубль,I квартал,2018-Q1,35099.0
Республика Саха (Якутия),рубль,II квартал,2018-Q2,42199.0
Республика Саха (Якутия),рубль,III квартал,2018-Q3,40172.0
Республика Саха (Якутия),рубль,IV квартал,2018-Q4,53669.0
Республика Саха (Якутия),рубль,значение показателя за год,2018,42711.0
Республика Саха (Якутия),рубль,I квартал,2019-Q1,36770.0
Республика Саха (Якутия),рубль,II квартал,2019-Q2,44376.0
Республика Саха (Якутия),рубль,III квартал,2019-Q3,43237.0
Республика Саха (Якутия),рубль,IV квартал,2019-Q4,57373.0
Республика Саха (Якутия),рубль,значение показателя за год,2019,45315.0
Республика Саха (Якутия),рубль,I квартал,2020-Q1,39530.0
Республика Саха (Якутия),рубль,II квартал,2020-Q2,42433.0
Республика Саха (Якутия),рубль,III квартал,2020-Q3,43701.0
Республика Саха (Якутия),рубль,IV квартал,2020-Q4,59763.0
Республика Саха (Якутия),рубль,значение показателя за год,2020,46108.0
Камчатский край,рубль,значение показателя за год,2008,20116.1
Камчатский край,рубль,значение показателя за год,2009,24051.1
Камчатский край,рубль,значение показателя за год,2010,27010.3
Камчатский край,рубль,значение показателя за год,2011,29051.0
Камчатский край,рубль,I квартал,2012-Q1,25553.0
Камчатский край,рубль,II квартал,2012-Q2,30715.0
Камчатский край,рубль,III квартал,2012-Q3,32555.0
Камчатский край,рубль,IV квартал,2012-Q4,39069.0
Камчатский край,рубль,значение показателя за год,2012,32048.0
Камчатский край,рубль,I квартал,2013-Q1,28425.0
Камчатский край,рубль,II квартал,2013-Q2,37298.0
Камчатский край,рубль,III квартал,2013-Q3,35019.0
Камчатский край,рубль,IV квартал,2013-Q4,42980.0
Камчатский край,рубль,значение показателя за год,2013,36073.0
Камчатский край,рубль,I квартал,2014-Q1,30083.0
Камчатский край,рубль,II квартал,2014-Q2,38175.0
Камчатский край,рубль,III квартал,2014-Q3,38570.0
Камчатский край,рубль,IV квартал,2014-Q4,51378.0
Камчатский край,рубль,значение показателя за год,2014,39836.0
Камчатский край,рубль,I квартал,2015-Q1,35988.0
Камчатский край,рубль,II квартал,2015-Q2,43084.0
Камчатский край,рубль,III квартал,2015-Q3,43052.0
Камчатский край,рубль,IV квартал,2015-Q4,52966.0
Камчатский край,рубль,значение показателя за год,2015,43985.0
Камчатский край,рубль,I квартал,2016-Q1,37722.0
Камчатский край,рубль,II квартал,2016-Q2,45920.0
Камчатский край,рубль,III квартал,2016-Q3,46475.0
Камчатский край,рубль,IV квартал,2016-Q4,50210.0
Камчатский край,рубль,значение показателя за год,2016,45322.0
Камчатский край,рубль,I квартал,2017-Q1,38260.0
Камчатский край,рубль,II квартал,2017-Q2,46373.0
Камчатский край,рубль,III квартал,2017-Q3,47079.0
Камчатский край,рубль,IV квартал,2017-Q4,56501.0
Камчатский край,рубль,значение показателя за год,2017,47131.0
Камчатский край,рубль,I квартал,2018-Q1,39658.0
Камчатский край,рубль,II квартал,2018-Q2,49524.0
Камчатский край,рубль,III квартал,2018-Q3,50863.0
Камчатский край,рубль,IV квартал,2018-Q4,63146.0
Камчатский край,рубль,значение показателя за год,2018,51020.0
Камчатский край,рубль,I квартал,2019-Q1,43639.0
Камчатский край,рубль,II квартал,2019-Q2,54245.0
Камчатский край,рубль,III квартал,2019-Q3,54799.0
Камчатский край,рубль,IV квартал,2019-Q4,67832.0
Камчатский край,рубль,значение показателя за год,2019,55455.0
Камчатский край,рубль,I квартал,2020-Q1,50139.0
Камчатский край,рубль,II квартал,2020-Q2,56886.0
Камчатский край,рубль,III квартал,2020-Q3,55616.0
Камчатский край,рубль,IV квартал,2020-Q4,70823.0
Камчатский край,рубль,значение показателя за год,2020,58674.0
Приморский край,рубль,значение показателя за год,2008,12927.3
Приморский край,рубль,значение показателя за год,2009,15485.6
Приморский край,рубль,значение показателя за год,2010,17297.9
Приморский край,рубль,значение показателя за год,2011,19170.0
Приморский край,рубль,I квартал,2012-Q1,18665.0
Приморский край,рубль,II квартал,2012-Q2,21011.0
Приморский край,рубль,III квартал,2012-Q3,20940.0
Приморский край,рубль,IV квартал,2012-Q4,26122.0
Приморский край,рубль,значение показателя за год,2012,21713.0
Приморский край,рубль,I квартал,2013-Q1,20910.0
Приморский край,рубль,II квартал,2013-Q2,24562.0
Приморский край,рубль,III квартал,2013-Q3,22537.0
Приморский край,рубль,IV квартал,2013-Q4,27008.0
Приморский край,рубль,значение показателя за год,2013,23820.0
Приморский край,рубль,I квартал,2014-Q1,25983.0
Приморский край,рубль,II квартал,2014-Q2,27915.0
Приморский край,рубль,III квартал,2014-Q3,26731.0
Приморский край,рубль,IV квартал,2014-Q4,29477.0
Приморский край,рубль,значение показателя за год,2014,27581.0
Приморский край,рубль,I квартал,2015-Q1,27789.0
Приморский край,рубль,II квартал,2015-Q2,32286.0
Приморский край,рубль,III квартал,2015-Q3,31382.0
Приморский край,рубль,IV квартал,2015-Q4,33230.0
Приморский край,рубль,значение показателя за год,2015,31224.0
Приморский край,рубль,I квартал,2016-Q1,27811.0
Приморский край,рубль,II квартал,2016-Q2,31870.0
Приморский край,рубль,III квартал,2016-Q3,33707.0
Приморский край,рубль,IV квартал,2016-Q4,32164.0
Приморский край,рубль,значение показателя за год,2016,31454.0
Приморский край,рубль,I квартал,2017-Q1,28014.0
Приморский край,рубль,II квартал,2017-Q2,34589.0
Приморский край,рубль,III квартал,2017-Q3,31853.0
Приморский край,рубль,IV квартал,2017-Q4,35137.0
Приморский край,рубль,значение показателя за год,2017,32500.0
Приморский край,рубль,I квартал,2018-Q1,31159.0
Приморский край,рубль,II квартал,2018-Q2,34389.0
Приморский край,рубль,III квартал,2018-Q3,33069.0
Приморский край,рубль,IV квартал,2018-Q4,40720.0
Приморский край,рубль,значение показателя за год,2018,34947.0
Приморский край,рубль,I квартал,2019-Q1,31894.0
Приморский край,рубль,II квартал,2019-Q2,36678.0
Приморский край,рубль,III квартал,2019-Q3,36756.0
Приморский край,рубль,IV квартал,2019-Q4,43228.0
Приморский край,рубль,значение показателя за год,2019,37224.0
Приморский край,рубль,I квартал,2020-Q1,34758.0
Приморский край,рубль,II квартал,2020-Q2,36527.0
Приморский край,рубль,III квартал,2020-Q3,36527.0
Приморский край,рубль,IV квартал,2020-Q4,42315.0
Приморский край,рубль,значение показателя за год,2020,37728.0
Хабаровский край,рубль,значение показателя за год,2008,16283.5
Хабаровский край,рубль,значение показателя за год,2009,19928.4
Хабаровский край,рубль,значение показателя за год,2010,22478.9
Хабаровский край,рубль,значение показателя за год,2011,23774.0
Хабаровский край,рубль,I квартал,2012-Q1,19917.0
Хабаровский край,рубль,II квартал,2012-Q2,24076.0
Хабаровский край,рубль,III квартал,2012-Q3,25222.0
Хабаровский край,рубль,IV квартал,2012-Q4,33595.0
Хабаровский край,рубль,значение показателя за год,2012,25713.0
Хабаровский край,рубль,I квартал,2013-Q1,25195.0
Хабаровский край,рубль,II квартал,2013-Q2,28336.0
Хабаровский край,рубль,III квартал,2013-Q3,27833.0
Хабаровский край,рубль,IV квартал,2013-Q4,35534.0
Хабаровский край,рубль,значение показателя за год,2013,29257.0
Хабаровский край,рубль,I квартал,2014-Q1,25815.0
Хабаровский край,рубль,II квартал,2014-Q2,30809.0
Хабаровский край,рубль,III квартал,2014-Q3,31458.0
Хабаровский край,рубль,IV квартал,2014-Q4,36859.0
Хабаровский край,рубль,значение показателя за год,2014,31262.0
Хабаровский край,рубль,I квартал,2015-Q1,30689.0
Хабаровский край,рубль,II квартал,2015-Q2,36811.0
Хабаровский край,рубль,III квартал,2015-Q3,34275.0
Хабаровский край,рубль,IV квартал,2015-Q4,40199.0
Хабаровский край,рубль,значение показателя за год,2015,35550.0
Хабаровский край,рубль,I квартал,2016-Q1,31822.0
Хабаровский край,рубль,II квартал,2016-Q2,37552.0
Хабаровский край,рубль,III квартал,2016-Q3,37069.0
Хабаровский край,рубль,IV квартал,2016-Q4,40145.0
Хабаровский край,рубль,значение показателя за год,2016,36673.0
Хабаровский край,рубль,I квартал,2017-Q1,33328.0
Хабаровский край,рубль,II квартал,2017-Q2,37249.0
Хабаровский край,рубль,III квартал,2017-Q3,36106.0
Хабаровский край,рубль,IV квартал,2017-Q4,41899.0
Хабаровский край,рубль,значение показателя за год,2017,37222.0
Хабаровский край,рубль,I квартал,2018-Q1,35160.0
Хабаровский край,рубль,II квартал,2018-Q2,39170.0
Хабаровский край,рубль,III квартал,2018-Q3,37296.0
Хабаровский край,рубль,IV квартал,2018-Q4,44862.0
Хабаровский край,рубль,значение показателя за год,2018,39225.0
Хабаровский край,рубль,I квартал,2019-Q1,36519.0
Хабаровский край,рубль,II квартал,2019-Q2,40662.0
Хабаровский край,рубль,III квартал,2019-Q3,39672.0
